error_type,google_id,amazon_id,lexical_score,dense_score,lexical_rank,dense_rank,retrieval_sources,gold_injected,lexical_similarity,dense_similarity,title_token_jaccard,title_fuzzy_similarity,manufacturer_exact,manufacturer_fuzzy_similarity,model_token_jaccard,numeric_token_conflict,relative_price_difference,query_manufacturer_missing,candidate_manufacturer_missing,query_description_missing,candidate_description_missing,query_price_missing,candidate_price_missing,label,probability,action,is_gold_pair,predicted_match,google_title,google_manufacturer,google_price,amazon_title,amazon_manufacturer,amazon_price
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/15073619810931989068,b000byr41s,0.5025673187175852,0.9027984738349915,1,1,lexical+dense,False,0.5025673187175852,0.9027984738349915,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974216417392921,auto_match,False,True,macbackup,,29.99,macbackup,macware,29.99
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/12583145395024390893,b000e0tcj6,0.9033339354885713,0.8907271027565002,1,1,lexical+dense,False,0.9033339354885713,0.8907271027565002,1.0,1.0,0.0,0.0,0.0,0.0,0.4511278195488722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9319848569025059,manual_review,False,True,easy home massage - dvd,,10.95,easy home massage - dvd,selectmedia entertainment,19.95
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/9803504071402999218,b000b45pkk,0.9638890541508878,0.9669159650802612,1,1,lexical+dense,False,0.9638890541508878,0.9669159650802612,1.0,1.0,0.0,0.0,0.0,0.0,0.5513784461152882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294932462488162,manual_review,False,True,zipmagic personal edition,,8.95,zipmagic personal edition,allume systems,19.95
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/13276293278980872969,b00083grii,0.8944331741486882,0.9030654430389404,1,1,lexical+dense,False,0.8944331741486882,0.9030654430389404,1.0,1.0,0.0,0.0,0.0,0.0,0.5012531328320802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916787217893248,manual_review,False,True,quickstart photo montage studio,,9.95,quickstart photo montage studio,selectsoft publishing,19.95
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/14691100460127614059,b000hed3fs,0.550930792258119,0.7757897973060608,1,1,lexical+dense,False,0.550930792258119,0.7757897973060608,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139172260298271,manual_review,False,True,family tree maker 16 collectors edition,,99.99,family tree maker version 16 collectors edition sb cs,encore software,99.99
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/12598805267732599375,b00070j14y,0.9763713077309267,0.9946750402450562,1,1,lexical+dense,False,0.9763713077309267,0.9946750402450562,1.0,1.0,0.0,0.0,0.0,0.0,0.6406406406406406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081079963693753,manual_review,False,True,super solvers - spellbound! ! - school edition for mac,,17.95,super solvers - spellbound! ! - school edition for mac,learning company,49.95
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/16146349805118916421,b000nkklwy,0.49430094161937266,0.8063756227493286,1,1,lexical+dense,False,0.49430094161937266,0.8063756227493286,0.8,0.9310344827586207,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078255407856317,manual_review,False,True,power translator(tm) 11 premium,,79.99,power translator 11 premium,language engineering co llc,79.99
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/18251424810598585817,b000ea9u2a,0.6263625464105812,0.8093487024307251,2,2,lexical+dense,False,0.6263625464105812,0.8093487024307251,0.75,0.9411764705882354,0.0,0.0,0.0,0.0,0.1122640330041254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8948457699408711,manual_review,False,True,csdc liquid ledger personal finance - modeless software,,71.01,modeless liquid ledger personal finance software (mac),csdc,79.99
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/10652699125779985481,b000axs7vg,0.9492051597056683,0.914579451084137,1,1,lexical+dense,False,0.9492051597056683,0.914579451084137,1.0,1.0,0.0,0.0,0.0,0.0,0.6412825651302605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874297139804303,manual_review,False,True,superstart! science arcade,,8.95,superstart! science arcade,selectsoft publishing,24.95
high_confidence_false_positive,http://www.google.com/base/feeds/snippets/18430618972729825710,b000exu9ay,0.35336617761366734,0.8221067190170288,1,1,lexical+dense,False,0.35336617761366734,0.8221067190170288,1.0,0.8301886792452831,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726707664965287,manual_review,False,True,print explosion deluxe 3.0: mac,,49.99,print explosion deluxe 3.0 (mac),nova development,49.99
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/12445044163325859752,b00006y0es,0.5843344690278811,0.7716299891471863,1,1,lexical+dense,False,0.5843344690278811,0.7716299891471863,0.043478260869565216,0.32394366197183105,0.0,0.0,0.0,1.0,0.4492100350589628,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002661629965494412,auto_reject,True,False,century software tt-1 - century tinyterm v.4.3x - emulation - 1 user(s) - english french german spanish italian polish portuguese - pc,,120.97,tiny term emulator v4.3x,century software,219.63
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/3626343668255224722,b000i8od48,0.17577795679453212,0.608346164226532,11,1,lexical+dense,False,0.17577795679453212,0.608346164226532,0.25,0.6037735849056604,0.0,0.0,0.0,1.0,0.46523809523809523,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003593761026880478,auto_reject,True,False,adobe acrobat v8.0 professional for mac upgrade,,145.99,adobe software acrobat pro upgrd pro-pro mac (adbcd01798mc),adobe software,273.0
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/848125606533600340,b000b6n2oe,0.2068112958966898,0.25449931621551514,2,,lexical,False,0.2068112958966898,0.25449931621551514,0.2727272727272727,0.85,0.0,0.0,0.0,0.0,0.7224228952486802,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003672613154889396,auto_reject,True,False,aspyr stubbs the zombie,,35.99,stubbs the zombie in rebel without a pulse (dvd) (mac),aspyr media,9.99
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/18365507478568694929,b0006g2vk0,0.1946271694470816,0.4131852984428406,1,8,lexical+dense,False,0.1946271694470816,0.4131852984428406,0.2,0.7397260273972602,0.0,0.0,0.0,1.0,0.4566665046420065,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003736575522942655,auto_reject,True,False,microsoft 059-03871 molpc word sa,,111.78,microsoft licenses word olp c (05903871),microsoft licenses,205.73
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/7928295573107692065,b000fmncb2,0.10946527778490926,0.540542721748352,3,2,lexical+dense,False,0.10946527778490926,0.540542721748352,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,1.0,0.04937447873227691,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005712875426108976,auto_reject,True,False,x-plane 8 dlx mac os x graphic sim,,56.99,x-plane deluxe including 7 double layer dvds (mac),navarre (software),59.95
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/16987363527577090531,b000h5fo8g,0.46820438649766305,0.7467390298843384,2,3,lexical+dense,False,0.46820438649766305,0.7467390298843384,0.2222222222222222,0.6666666666666665,0.0,0.0,1.0,0.0,0.8349972499541659,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007185263878348269,auto_reject,True,False,sony vegas 6 video editing software professional editing software,,99.0,vegas 6 for pc,sony pictures home entertainment,599.99
high_confidence_false_negative,http://www.google.com/base/feeds/snippets/14758105640999079833,b0001an1n2,0.17354542972887377,0.7014233469963074,9,1,lexical+dense,False,0.17354542972887377,0.7014233469963074,0.3076923076923077,0.6292134831460674,0.0,0.0,0.0,1.0,0.4222462983026363,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008057733160854426,auto_reject,True,False,adobe pagemaker 7.0 for mac version upgrade,,79.99,adobe pagemaker v7.0.2 cd mac-upg ( 17530402 ),adobe,138.45
